"name","asset_tag","serial_number","location","u_building","u_room","u_floor","po_number","u_scheduled_retirement","u_last_rounded_date","u_device_rounding","u_department_location"
"PC067044","HSS-8069166","HQB2RN3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","133 - Xray room","1","VIHATRP20221128-069","01/31/2027","02/28/2025","General Rounding","Medical Imaging"
"PC067099","HSS-8077184","BNMVPR3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1058 (Doctor's Lounge)","1","VIHATRP20230807-036","06/30/2027","08/21/2025","General Rounding","Operating Rooms"
"PC067100","HSS-8078890","36D2QR3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1058 (Doctor's Lounge)","1","VIHATRP20231003-025","06/30/2027","08/21/2025","General Rounding","Operating Rooms"
"PC067110","HSS-8076470","79YVPR3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","142 (Exam Room 8)","1","VIHATRP20230717-083","06/30/2027","02/28/2025","General Rounding","Family Practice Clinic"
"PC067122","HSS-8082575","4TLLPR3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","133 - Office","1","VIHATRP20240122-029","05/31/2027","02/28/2025","General Rounding","Medical Imaging"
"PC067123","HSS-8082579","H39LPR3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","FPC Reception","1","VIHATRP20240122-033","05/31/2027","02/28/2025","General Rounding","Family Practice Clinic"
"PC067131","HSS-8082573","6W01H04","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","(TBD) not found","1","VIHATRP20240122-027","02/29/2028","","General Rounding","Family Practice Clinic"
"PC067133","HSS-8078893","9R6VPR3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1045 (Core Care)","1","VIHATRP20231003-028","06/30/2027","08/21/2025","General Rounding","Laboratory"
"PC067134","HSS-8078917","3Q6VPR3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","454","1","VIHATRP20231003-052","06/30/2027","03/17/2025","General Rounding","Seniors TMH"
"PC067135","HSS-8079183","131WPR3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","FPC Provider Area","1","VIHATRP20231009-097","06/30/2027","02/28/2025","General Rounding","Family Practice Clinic"
"PC067136","HSS-8079184","3DYVPR3","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-Basement 1","Main Building","G14 (Reception area)","G","VIHATRP20231009-098","06/30/2027","02/28/2025","General Rounding","Laboratory"
"PC067143","HSS-8080299","32FVPR3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1140 (Endoscopic Suite)","1","VIHATRP20231113-003","06/30/2027","09/19/2025","General Rounding","Ambulatory Care Unit (ACU)"
"PC067150","HSS-8086832","JPX6724","VIHA-CHCC-Chemainus Health Care Centre-Main Building-1st Floor","Main Building","Harbourside (Nurse Station)","1","VIHATRP20240520-036","06/30/2028","06/26/2025","General Rounding","Long Term Care"
"PC067184","HSS-8086770","HQH4X04","VIHA-SSMHSU-Salt Spring Mental Health Substance Use Services-Main Building-1st Floor","Lancer Building","Admin Office (Floor 1)","1","VIHATRP20240513-107","06/30/2028","02/28/2025","General Rounding","Mental Health & Substance Abuse"
"PC071186","HSS-8086845","6SX6724","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3057 (Unit Clerk)","3","VIHATRP20240520-051","06/30/2028","08/22/2025","General Rounding","Medical / Surgical Care"
"PC071390","HSS-1031653","54F0FF3","VIHA-FHMH-Floral House Mental Health-Main Building-1st Floor","Main Building","1","1","REQ0435176-RITM0456232-SCTASK0712207","03/31/2026","06/03/2025","General Rounding","(TBD)"
"PC071537","HSS-8083104","J1W13Z3","VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor","Old Building","RM# 51 (Laundry room)","1","VIHATRP20240205-003","02/29/2028","03/13/2025","General Rounding","Nursing"
"PC072044","HSS-1037503","2GY4XP3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","108 (Exam Room)","1","REQ0689458-RITM0724222-SCTASK1140486","12/31/2026","07/25/2025","General Rounding","CHS Clinic"
"PC072045","HSS-1037504","GPV4XP3","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","109 (Exam Room)","1","REQ0689458-RITM0724223-SCTASK1140489","12/31/2026","07/25/2025","General Rounding","CHS Clinic"
"PC072321","HSS-1041149","3RB2RN3","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor","Main Building","Nursing Station (New Entrance)","1","REQ0827506-RITM0869416-SCTASK1376020","01/31/2027","07/18/2025","Critical Clinical"," "
"PC072322","HSS-1041150","5H25XP3","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor","Main Building","Nursing Station (New Entrance)","1","REQ0827506-RITM0869415-SCTASK1376082","01/31/2027","07/18/2025","General Rounding"," "
"PC072323","HSS-1040876","H0GQQN3","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor","Main Building","Nursing Station (New Entrance)","1","REQ0827506-RITM0869414-SCTASK1376326","01/31/2027","07/18/2025","General Rounding",""
"PC072520","HSS-1042396","6GW2XP3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G026 (Dietitian Inpatient)","G","REQ0912960-RITM0959741-SCTASK1535882","11/30/2026","05/13/2025","General Rounding","Dietary"
"PC072529","HSS-1042515","1MY4XP3","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4028 (Geriatric Specialty Services)","4","REQ0929048-RITM0976764-SCTASK1553887","01/31/2027","09/18/2025","General Rounding","Geriatric Specialty Services"
"PC075426","HSS-8090455","HGT4L44","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor","Main Building","ER/ACU (Patient Bed Area)(In Storage)","1","VIHATRP20241007-057","10/31/2028","07/18/2025","General Rounding","Patient Client Care Gulf Islds"
"PC075434","HSS-8091128","8PJQK44","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3031 (Nurse Station - Back Office TV)","3","VIHATRP20241111","12/31/2028","09/12/2025","General Rounding","CDH 3rd Floor South"
"PC075446","HSS-8083180","JT9SG04","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1109 (Reception)","1","VIHATRP20240205-079","03/31/2028","08/08/2025","General Rounding","Orthopedic Clinic"
"PC076052","HSS-8083102","DZV13Z3","VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor","New Building","126 (Rounds - connected to TV on wall)","1","VIHATRP20240205-001","02/29/2028","08/14/2025","General Rounding","Nursing"
"PC076065","HSS-8083126","51W13Z3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","B40","1","VIHATRP20240205-025","03/31/2028","02/28/2025","General Rounding","(TBD)"
"PC076066","HSS-8083146","3XV13Z3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Trailer","Trailer 1 (Admin Office - Storage)","G","VIHATRP20240205-045","03/31/2028","","General Rounding","Administration"
"PC076067","HSS-8089539","C0H6D14","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3332 (Chemotherapy Medical Daycare)","3","VIHATRP20240902-063","10/31/2028","08/22/2025","General Rounding","Cancer Care"
"PC076073","HSS-8089525","6737D14","VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor","Main Building","310 (Outreach Team)","3","VIHATRP20240902-049","09/30/2028","05/30/2025","General Rounding","SUIT - Substance Use Integrated Team"
"PC076074","HSS-8086816","9RX6724","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","Sunroom (admin area)","1","VIHATRP20240520-026","06/30/2028","02/28/2025","General Rounding",""
"PC076075","HSS-8083115","2ZV13Z3","VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor","Main Building","304 (Admin)","3","VIHATRP20240205-005","03/31/2028","05/30/2025","General Rounding","SUIT - Substance Use Integrated Team"
"PC076412","HSS-8083108","1XV13Z3","VIHA-DMHC-Duncan Mental Health Centre-Main Building-1st Floor","Main Building","31","1","VIHATRP20240205-008","02/29/2028","04/15/2025","General Rounding","Mental Health and Substance Abuse"
"PC076596","HSS-8083130","B0W13Z3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","B28","1","VIHATRP20240205-029","03/31/2028","02/28/2025","General Rounding","(TBD)"
"PC076597","HSS-8086815","9QX6724","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","B Wing","B31","1","VIHATRP20240520-025","06/30/2028","02/28/2025","General Rounding",""
"PC076598","HSS-1031359","GZPMVD3","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","B28","1","REQ0378899-RITM0396864-RITM0396864","03/31/2026","02/28/2025","General Rounding","Staffing"
"PC076706","HSS-1031306","GXHKDF3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1093 (Breast Imaging Room)","1","REQ0404726-RITM0424090-SCTASK0693594","03/31/2026","08/08/2025","General Rounding","Medical Imaging"
"PC076774","HSS-1031769","5472FF3","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","Penthouse","4","REQ0444867-RITM0466326-SCTASK0738442","03/31/2026","09/18/2025","General Rounding","FMO"
"PC077159","HSS-1034793","GSRGVD3","VIHA-WHMH-Wisteria House Mental Health-Main Building-1st Floor","Main Building","Main Office","1","REQ0579660-RITM0608795-SCTASK0963637","08/31/2026","06/03/2025","General Rounding","Mental Health and Substance Abuse"
"PC077257","HSS-1034990","54DWDF3","VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor","Main Building","307 (Outreach)","3","REQ0591406-RITM0621108-SCTASK0979253","08/31/2026","03/28/2025","General Rounding","SUIT - Substance Use Integrated Team"
"PC077258","HSS-1034991","5GR0FF3","VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor","Main Building","308 (Clinic)","3","REQ0591403-RITM0621105-SCTASK0979268","08/31/2026","03/28/2025","General Rounding","SUIT - Substance Use Integrated Team"
"PC077315","HSS-1035108","GXXRDF3","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G036 (Laundry Room Area)","G","REQ0572161-RITM0600880-SCTASK0989818","08/31/2026","01/10/2025","General Rounding","Laundry Services"
"PC077330","HSS-1035201","DNK25K3","VIHA-CPRF-Caulfield Place Residential Facility-Main Building-1st Floor","Main Building","Main Room","1","REQ0428109-RITM0448799-SCTASK0993749","09/30/2026","12/18/2023","General Rounding","(TBD)"
"PC077359","HSS-1035302","MJ0BZB7T","VIHA-WRMH-Wicks Road Mental Health-Main Building-1st Floor","Main Building","Office","1","REQ0604985-RITM0635501-SCTASK1001530","01/31/2024","","General Rounding","Mental Health and Substance Abuse"
"PC077389","HSS-1985062","8ZD7VH3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","101 (Anesthesia Clinic through Rm 103)","1","DMND0003653 EMP","10/31/2026","05/06/2025","General Rounding","Anesthetic Clinic"
"PC077404","HSS-1985077","55JSMH3","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2S (Hallway West)","2","DMND0003653 EMP","10/31/2026","07/04/2025","General Rounding","CDH 2nd Floor West"
"PC077406","HSS-1985095","C4SZ4K3","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3N (Nurse Station)","3","DMND0003653 EMP","10/31/2026","09/12/2025","General Rounding","Medical / Surgical Care"
"PC077407","HSS-1985429","2MK25K3","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3S (Nurse Station - Round Table)","3","DMND0003653 EMP","10/31/2026","09/12/2025","General Rounding","CDH 3rd Floor South"
"PC077408","HSS-1985430","3XNZ4K3","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3S (Nurse Station - Front)","3","DMND0003653 EMP","10/31/2026","09/12/2025","General Rounding","CDH 3rd Floor South"
"PC077409","HSS-1985098","8XNZ4K3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1N (OR1)","1","DMND0003653 EMP","10/31/2026","08/21/2025","Critical Clinical","Operating Rooms"
"PC077410","HSS-1985099","FGK25K3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1128 (Nurse Station)","1","DMND0003653 EMP","10/31/2026","09/19/2025","General Rounding","Emergency"
"PC077411","HSS-1985100","GLK25K3","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2N (Maternity OR)","2","DMND0003653 EMP","10/31/2026","08/21/2025","General Rounding","Maternity"
"PC077412","HSS-1985101","7XNZ4K3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1069 (Ophthalmology OR)","1","DMND0003653 EMP","10/31/2026","08/21/2025","General Rounding","Operating Rooms"
"PC077423","HSS-1985498","4V2R5K3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1058 (Doctor's Lounge)","1","DMND0003681","12/31/2026","08/21/2025","General Rounding","Operating Rooms"
"PC077424","HSS-1985499","GV2R5K3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1127 (ECG)","1","DMND0003681","12/31/2026","09/19/2025","General Rounding","Emergency"
"PC077425","HSS-1985500","8W2R5K3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1067 (Cubby)","1","DMND0003681","12/31/2026","08/21/2025","General Rounding","Operating Rooms"
"PC077426","HSS-1985501","1Y2R5K3","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2031 (Nurse Station - Back Office)","2","DMND0003681","12/31/2026","07/04/2025","General Rounding","CDH 2nd Floor South"
"PC077427","HSS-1985502","F1PZ4K3","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2S (ICU Nurse Station)","2","DMND0003681","12/31/2026","07/04/2025","General Rounding","Intensive Care Unit (ICU)"
"PC077428","HSS-1985503","FFG25K3","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2S (ICU Nurse Station)","2","DMND0003681","12/31/2026","07/04/2025","General Rounding","Intensive Care Unit (ICU)"
"PC077429","HSS-1985504","906R5K3","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2065 (Nursery)","2","DMND0003681","12/31/2026","06/18/2025","General Rounding","Maternity"
"PC077430","HSS-1985505","126R5K3","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2N (Nurse Station)","2","DMND0003681","12/31/2026","08/21/2025","General Rounding","Maternity"
"PC077431","HSS-1985506","426R5K3","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2066 (Assessment Room #1)","2","DMND0003681","12/31/2026","07/04/2025","General Rounding","Maternity"
"PC077432","HSS-1985507","HZ5R5K3","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2062 (Assessment Room #2)","2","DMND0003681","12/31/2026","06/18/2025","General Rounding","Maternity"
"PC077446","HSS-8086842","DRX6724","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2055C (Maternity Clinic)","2","VIHATRP20240520-048","06/30/2028","06/18/2025","General Rounding","Maternity Clinic"
"PC077447","HSS-1035648","GXQGVD3","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2055B (Maternity Clinic)","2","REQ0622880-RITM0654281-SCTASK1023490","08/31/2026","06/18/2025","General Rounding","Maternity Clinic"
"PC077448","HSS-1035649","GXVMVD3","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2055A (Maternity Clinic)","2","REQ0622880-RITM0654282-SCTASK1023869","08/31/2026","06/18/2025","General Rounding","Maternity Clinic"
"PC077492","HSS-1985508","C16R5K3","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3337 (Internal Medicine)","3","DMND0003681","12/31/2026","07/11/2025","General Rounding","Heart Function"
"PC077493","HSS-1985535","4CQ5XP3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","IMP48 (On-Call Room)","1","DMND0003681","12/31/2026","09/19/2025","General Rounding","University of Victoria"
"PC077494","HSS-1985536","13R5XP3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","IMP55 (Library)","1","DMND0003681","12/31/2026","09/19/2025","General Rounding","University of Victoria"
"PC077495","HSS-1985537","GCQ5XP3","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2031 (Nurse Station - Back Office)","2","DMND0003681","12/31/2026","08/12/2025","Critical Clinical","CDH 2nd Floor South"
"PC077496","HSS-1985509","7SQ5XP3","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2S (ICU Nurse Station)","2","DMND0003681","12/31/2026","07/04/2025","General Rounding","Intensive Care Unit (ICU)"
"PC077497","HSS-1985538","G1R5XP3","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2067 (Birthing Room #1)","2","DMND0003681","12/31/2026","07/04/2025","General Rounding","Maternity"
"PC077498","HSS-1985539","41R5XP3","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2067 (Birthing Room #2)","2","DMND0003681","12/31/2026","07/11/2025","General Rounding","Maternity"
"PC077499","HSS-1985540","71R5XP3","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2067 (Birthing Room 3 - PARR)","2","DMND0003681","12/31/2026","07/11/2025","General Rounding","Maternity"
"PC077510","HSS-1035928","GSQHVD3","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3336 (Electrodiagnostic - Back Office)","3","REQ0634446-RITM0666414-SCTASK1052819","08/31/2026","08/25/2025","General Rounding","Heart Function"
"PC077532","HSS-1036527","2TQ5XP3","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","Main Building","2065 (Nursery - Fetalink on wall)","2","REQ0656777-RITM0689999-SCTASK1082126","11/30/2026","08/12/2025","General Rounding","Maternity"
